text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,_primary_case_type,_obfuscation_type,_original_text
"D*k*: one of the gr**t*st all-t*me c**ch*s. A V*RY f*st t**m w*th s*me tr**s, t**.
G*ys, th*s d**sn't l**k g**d.
B*t… I'm g**ng to go w*th my g*t: Altm*n r**lly is as g**d as all his b*st-P*C-12 c**ch tr*ph**s ind*c*t*. And our ""b*gs"" are big en**gh, athl*t*c en**gh to ov*rc*me the h**ght d*s*dv*nt*g*.
*ne th*ngs for s*r*: we c*n't r*ly on p*t-b*cks and l*y*ps to win th*s on*: we h*ve to f*nd our r*c*ntly l*st sh**t*ng t**ch. If we c*n't hit the j*mp sh*t (wh*t a m*s*r*ble o*t*ng vs the H*wks!), w*'re t**st.",0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.0,0.0,obscene,asterisk,"Duke: one of the greatest all-time coaches. A VERY fast team with some trees, too.
Guys, this doesn't look good.
But… I'm going to go with my gut: Altman really is as good as all his best-PAC-12 coach trophies indicate. And our ""bigs"" are big enough, athletic enough to overcome the height disadvantage.
One things for sure: we can't rely on put-backs and layups to win this one: we have to find our recently lost shooting touch. If we can't hit the jump shot (what a miserable outing vs the Hawks!), we're toast."
"""In p​o​l​i​t​i​c​s​, p​e​r​c​e​p​t​i​o​n is r​e​a​l​i​t​y and the t​r​u​t​h is n​e​g​o​t​i​a​b​l​e​.​"" 
​
​M​o​s​t t​R​u​m​p s​u​p​p​o​r​t​e​r​s are the s​a​m​e p​e​o​p​l​e who w​e​r​e g​u​n​-​h​o for g​o​i​n​g i​n​t​o I​r​a​q u​n​t​i​l it b​a​c​k​-​f​i​r​e​d​, i​n​c​l​u​d​i​n​g t​R​u​m​p h​i​m​s​e​l​f​. T​r​u​t​h is, t​h​e​i​r e​g​o​s w​o​n​'​t let t​h​e​m a​d​m​i​t it. The $​e​l​l​-​e​b​r​i​t​y I​n​d​u​s​t​r​i​a​l C​o​m​p​l​e​x has b​o​u​g​h​t t​h​e​s​e p​e​o​p​l​e​'​s s​o​u​l​s and c​o​m​m​o​n $​e​n​t​s​.",0.20000000298023224,0.0,0.10000000149011612,0.0,0.10000000149011612,0.0,0.0,obscene,zwsp,"""In politics, perception is reality and the truth is negotiable."" 

Most tRump supporters are the same people who were gun-ho for going into Iraq until it back-fired, including tRump himself. Truth is, their egos won't let them admit it. The $ell-ebrity Industrial Complex has bought these people's souls and common $ents."
"ms.amylou_____not_all_single_moms_have_revolving_door_boyfriends,_live_off_the_state_or_let_strangers_raise_their_kids____you_are_stereotyping_a_population_without_statistics_to_bear_that_out_-_repeating_political_campaign_claims_does_not_a_scientific_claim_make",0.10000000149011612,0.0,0.0,0.0,0.10000000149011612,0.10000000149011612,0.0,identity_attack,underscore,"ms.amylou     not all single moms have revolving door boyfriends, live off the state or let strangers raise their kids    you are stereotyping a population without statistics to bear that out - repeating political campaign claims does not a scientific claim make"
"r0y 0​l​1​v​3​r d​3​$​3​r​v​3​$ 70 b3 p​r​0​$​3​c​u​7​3​d f0r m​u​r​d​3​r​.  7​h​3​r​3 w@$ n0 r​3​@​$​0​n 70 f​1​r​3 1​n​7​0 @ v​3​h​1​c​l​3 p​3​@​c​3​f​u​l​l​y l​3​@​v​1​n​g 7h3 @​r​3​@​.​
​.​
​c​0​n​d​0​l​3​n​c​3​$ 70 7h3 3​d​w​@​r​d​$ f​@​m​1​l​y​.",0.1666666716337204,0.0,0.0,0.1666666716337204,0.0,0.0,0.0,threat,mixed,"roy oliver deserves to be prosecuted for murder.  there was no reason to fire into a vehicle peacefully leaving the area.
.
condolences to the edwards family."
"Hеy, why nоt... Yоu'rе thе lаmе duсk рrеѕіdеnt, mіght аѕ wеll gо tо аll thе рlасеѕ іn thе wоrld bеfоrе yоu lеаvе. Раrdоn а fеw bаd guyѕ whіlе yоu аrе аt іt tоо.",0.3499999940395355,0.0,0.01666666753590107,0.0,0.3166666626930237,0.03333333507180214,0.03333333507180214,sexual_explicit,homoglyph,"Hey, why not... You're the lame duck president, might as well go to all the places in the world before you leave. Pardon a few bad guys while you are at it too."
I'm m​e​r​e​l​y d​i​s​g​u​s​t​e​d by the D​e​m​o​c​r​a​t​s who are w​i​l​l​i​n​g to p​a​n​d​e​r to B​i​l​l C​l​i​n​t​o​n​'​s d​o​c​u​m​e​n​t​e​d s​e​x​u​a​l o​b​s​e​s​s​i​o​n to t​a​k​e a​d​v​a​n​t​a​g​e of w​o​m​e​n w​h​e​n he has p​o​l​i​t​i​c​a​l p​o​w​e​r o​v​e​r t​h​e​m​.  A​n​y​o​n​e w​h​o​s​e m​o​r​a​l​s are t​h​a​t low (​t​h​e D​e​m​o​c​r​a​t​s​; B​i​l​l​'​s m​o​r​a​l​s are a m​a​t​t​e​r of p​u​b​l​i​c r​e​c​o​r​d​) has no r​o​o​m to c​r​i​t​i​c​i​z​e any o​t​h​e​r p​o​l​i​t​i​c​i​a​n on a m​o​r​a​l or e​t​h​i​c​a​l b​a​s​i​s​.  Are D​e​m​o​c​r​a​t​i​c '​v​a​l​u​e​s​' so i​m​p​o​r​t​a​n​t t​h​a​t any p​e​r​v​e​r​s​i​o​n to s​a​t​i​s​f​y B​i​l​l C​l​i​n​t​o​n is j​u​s​t​i​f​i​e​d​?  A​p​p​a​r​e​n​t​l​y so.,0.30000001192092896,0.0,0.0,0.0,0.20000000298023224,0.10000000149011612,0.10000000149011612,sexual_explicit,zwsp,I'm merely disgusted by the Democrats who are willing to pander to Bill Clinton's documented sexual obsession to take advantage of women when he has political power over them.  Anyone whose morals are that low (the Democrats; Bill's morals are a matter of public record) has no room to criticize any other politician on a moral or ethical basis.  Are Democratic 'values' so important that any perversion to satisfy Bill Clinton is justified?  Apparently so.
"The i​s​s​u​e I h​a​v​e is the 3​2​,​0​0​0 ""​p​e​r​s​o​n​a​l​"" e​m​a​i​l​s w​i​t​h​h​e​l​d t​h​a​t S​e​c​r​e​t​a​r​y C​l​i​n​t​o​n had ""​w​i​p​e​d​"" i​n​s​t​e​a​d of a​l​l​o​w​i​n​g s​o​m​e​o​n​e to r​e​v​i​e​w t​h​e​m b​e​f​o​r​e t​h​e​y w​e​r​e d​e​s​t​r​o​y​e​d​. Of c​o​u​r​s​e​, l​i​t​t​l​e is e​v​e​r​y t​r​u​e​l​y d​e​s​t​r​o​y​e​d in the e​l​e​c​t​r​o​n​i​c w​o​r​l​d of the i​n​t​e​r​n​e​t​.​
 The o​t​h​e​r i​s​s​u​e is the n​a​i​v​e a​p​p​r​o​a​c​h the S​e​c​r​e​t​a​r​y s​e​t​t​l​e​d u​p​o​n and the c​h​i​l​d​i​s​h o​b​s​e​s​s​i​o​n w​i​t​h h​a​v​i​n​g her own w​a​y​.​
 F​e​e​l the B​e​r​n​! W​h​e​r​e are t​h​o​s​e W​a​l​l S​t​r​e​e​t s​p​e​e​c​h t​r​a​n​s​c​r​i​p​t​s S​e​c​r​e​t​a​r​y C​l​i​n​t​o​n​? W​e​r​e t​h​e​y d​e​s​t​r​o​y​e​d t​o​o​?",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,zwsp,"The issue I have is the 32,000 ""personal"" emails withheld that Secretary Clinton had ""wiped"" instead of allowing someone to review them before they were destroyed. Of course, little is every truely destroyed in the electronic world of the internet.
 The other issue is the naive approach the Secretary settled upon and the childish obsession with having her own way.
 Feel the Bern! Where are those Wall Street speech transcripts Secretary Clinton? Were they destroyed too?"
"C​0​m​r​@​d​3​, y0u @r3 w​1​c​k​3​d​. :)",0.2753623127937317,0.014492753893136978,0.0,0.0,0.3188405930995941,0.0,0.0,severe_toxicity,mixed,"Comrade, you are wicked. :)"
"H*m*r**d. H*ve you g*v*n Pr*p*r*t**n H a try.  H*ve you d**lt w*th c*nc*r, ch*m*, h**rt c*nd*t**n, c*nst*nt p**n? M*d*c*l d*ct*rs and r*s**rch pr*ve is d**s h*lp k**p p*t**nts off oxy, m*rph*n*, c*d**n*.  Th*se are so m*ch w*rse to use and st*ll f*nct**n. Unl*ss you w*lk in th*se p**pl*s sh**s you r**lly c*n't kn*w the b*n*f*ts. D*n't c*nd*m out of h*nd. Add*ct**n is a f*nny th*ng. Ev*n sex can be add*ct*v*!",0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0.4000000059604645,sexual_explicit,asterisk,"Homeriod. Have you given Preparation H a try.  Have you dealt with cancer, chemo, heart condition, constant pain? Medical doctors and research prove is does help keep patients off oxy, morphine, codiene.  These are so much worse to use and still function. Unless you walk in these peoples shoes you really can't know the benefits. Don't condem out of hand. Addiction is a funny thing. Even sex can be addictive!"
"Іѕ іt fаіr tо рut еvеry unеlесtеd trаnѕіt ѕnоut іn еvеry wоrkіng ѕtіffѕ' wаllеt?  Ѕоmе реорlе wоuld rubbеr ѕtаmр thіѕ bіll (ЅB 1521), аnd І ѕuѕресt BЕЅT wоuld іmmеdіаtеly.

Thе uрѕіdе оf thіѕ dumb рrороѕаl іѕ thаt іt wіll еxроѕе mоrе оf рublіс trаnѕіt'ѕ dіrty lаundry.",0.4117647111415863,0.0,0.0,0.014705882407724857,0.3970588147640228,0.0,0.0,threat,homoglyph,"Is it fair to put every unelected transit snout in every working stiffs' wallet?  Some people would rubber stamp this bill (SB 1521), and I suspect BEST would immediately.

The upside of this dumb proposal is that it will expose more of public transit's dirty laundry."
"M​o​r​e law e​n​f​o​r​c​e​m​e​n​t p​l​e​a​s​e​. T​i​c​k​e​t p​e​o​p​l​e who b​r​e​a​k the l​a​w​, c​a​r​s , m​o​t​o​r​c​y​c​l​e​s​, c​y​c​l​i​s​t​s and p​e​d​e​s​t​r​i​a​n​s​. D​o​i​n​g w​h​a​t​e​v​e​r the h​e​l​l you w​a​n​t s​o​u​n​d​s fun at f​i​r​s​t but t​h​e​n you u​n​d​e​r​s​t​a​n​d w​h​a​t a n​i​g​h​t​m​a​r​e i​t​'​s g​o​i​n​g to be w​h​e​n E​V​E​R​Y​O​N​E d​o​e​s w​h​a​t​e​v​e​r the h​e​l​l T​H​E​Y w​a​n​t​.​.​.​.​
​m​o​r​e law e​n​f​o​r​c​e​m​e​n​t p​l​e​a​s​e​.",0.0,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,obscene,zwsp,"More law enforcement please. Ticket people who break the law, cars , motorcycles, cyclists and pedestrians. Doing whatever the hell you want sounds fun at first but then you understand what a nightmare it's going to be when EVERYONE does whatever the hell THEY want....
more law enforcement please."
"J*st his way of try*ng to enc**r*ge Al*sk*ns to g*ve it up.  Gr**dy #@$%, 35 p*rc*nt and th*n the F*ds hit ya as w*ll.  It w*ll n*v*r h*pp*n, so get ov*r it you cl*wn.",0.637499988079071,0.0625,0.07500000298023224,0.02500000037252903,0.6625000238418579,0.05000000074505806,0.012500000186264515,threat,asterisk,"Just his way of trying to encourage Alaskans to give it up.  Greedy #@$%, 35 percent and then the Feds hit ya as well.  It will never happen, so get over it you clown."
"@pp@r3n7ly 7h1$ @u7h0r h@$ @ cry$7@l b@ll @nd @ kn@ck f0r hyp3rb0l3. 1 h@v3 c0nc3rn$ @nd r3$3rv@710n$ @b0u7 7rump, bu7 1'll w@17 @nd $33 wh@7 h@pp3n$ f1r$7 b3f0r3 d3cl@r1ng h1m 7h3 w0r$7 7h1ng 3v3r. 7h3 p@$$1ng 0f judg3m3n7 h3r3 b3f0r3 @ny7h1ng h@$ 7@k3n pl@c3 1$ b07h @$70n1$h1ng @nd @rr0g@n7.",0.5,0.0,0.10000000149011612,0.0,0.5,0.0,0.10000000149011612,sexual_explicit,leet,"Apparently this author has a crystal ball and a knack for hyperbole. I have concerns and reservations about Trump, but I'll wait and see what happens first before declaring him the worst thing ever. The passing of judgement here before anything has taken place is both astonishing and arrogant."
D*n't j*dg*. O*td**rs f*lks s*m*t*m*s f*ll and get h*rt. Her app**r*nc*s and p*rs*n*l h*b*ts ar*n't y**r b*s*n*ss.,0.1666666716337204,0.1666666716337204,0.0,0.0,0.1666666716337204,0.0,0.0,severe_toxicity,asterisk,Don't judge. Outdoors folks sometimes fall and get hurt. Her appearances and personal habits aren't your business.
"By @l@$k@ $h0uld p@y wh@7 y0u m3@n m3@n 1$ W3 $h0uld p@y $1nc3 @l@$k@ h@$ n0 m0n3y 3xc3p7 wh@7 17 $73@l$ fr0m 7h3 p30pl3.   ""@l@$k@"" $h0uld pr0v1d3 @ n1c3 1n$ur@nc3 p@ck@g3  @nd n07h1ng 3l$3.  Why d0 g0v3rnm3n7 3mpl0y33$ @lw@y$ d3$3rv3 m0r3 u$ pr1v@73 w0rk3r$.  M0r3 d@y$ 0ff, m0r3 $1ck 71m3., m0r3 r@1$3$, m0r3 1n$ur@nc3, m0r3 r371r3m3n7.  17'$ @ bunch 0f h003y.  71m3 70 r31n 1n 7h3 p@y @nd b3n3f17$.",0.6000000238418579,0.0,0.30000001192092896,0.0,0.4000000059604645,0.0,0.0,obscene,leet,"By Alaska should pay what you mean mean is WE should pay since Alaska has no money except what it steals from the people.   ""Alaska"" should provide a nice insurance package  and nothing else.  Why do government employees always deserve more us private workers.  More days off, more sick time., more raises, more insurance, more retirement.  It's a bunch of hooey.  Time to rein in the pay and benefits."
"7h1$ 1$n'7 @b0u7 c0rp0r@l pun1$hm3n7, 0r @ l177l3 $p@nk1ng.

7h1$ @ll0w$ $p0u$3$ 70 b3@7 3@ch 07h3r @nd 7h31r ch1ldr3n up 70 7h3 p01n7 0f n3c3$$@ry m3d1c@l @773n710n. 7h3 f1n3 w1ll 0nly c@u$3 m0r3 b3@71ng$, @nd 7h3 w@rn1ng, ""N3v3r g0 70 7h3 p0l1c3 @g@1n, 0r 3l$3.""

@ v10l3n7, @bu$1v3 p@r3n7 0r $p0u$3 1n73n7 0n 73rr0r1z1ng 7h3 f@m1ly 1n70 c0w3r1ng $ubm1$$10n kn0w$ pr3c1$3ly wh3r3 70 $70p 70 @v01d cr1m1n@l ch@rg3$--pr3c1$3ly.",0.1666666716337204,0.0,0.0,0.0,0.1666666716337204,0.0,0.0,insult,leet,"This isn't about corporal punishment, or a little spanking.

This allows spouses to beat each other and their children up to the point of necessary medical attention. The fine will only cause more beatings, and the warning, ""Never go to the police again, or else.""

A violent, abusive parent or spouse intent on terrorizing the family into cowering submission knows precisely where to stop to avoid criminal charges--precisely."
W​h​1​c​h 3​x​p​l​@​1​n​3​$ 7h3 m​3​$​$ B​@​m​@ h@$ c​r​3​@​7​3​d 7h3 l​@​$​7 8 y​3​@​r​$​.​.​.​.,0.30000001192092896,0.10000000149011612,0.0,0.0,0.20000000298023224,0.0,0.0,severe_toxicity,mixed,Which explaines the mess Bama has created the last 8 years....
"Оh lоrd, dо yоu рurроѕеfully dіѕrеgаrd thе аеrіаl fооtаgе thаt wаѕ rеlеаѕеd аѕ bеіng ""еdіtеd"" оr аltеrеd іn ѕuсh а wаy tо аltеr thе рublіс реrсерtіоn оn ""whаt асtuаlly hарреnеd?"" Аrе yоu ѕеrіоuѕly THАT раrаnоіd?",0.30000001192092896,0.0,0.0,0.0,0.4000000059604645,0.0,0.0,insult,homoglyph,"Oh lord, do you purposefully disregard the aerial footage that was released as being ""edited"" or altered in such a way to alter the public perception on ""what actually happened?"" Are you seriously THAT paranoid?"
"At_one_point_in_history_the_Supreme_Court_also_ruled_that_blacks_who_""sold_as_slaves"",_whether_enslaved_or_free,couldn't_be_citizens""_-_obviously_they_make_mistakes_don't_they?",0.4000000059604645,0.0,0.0,0.0,0.20000000298023224,0.4000000059604645,0.0,identity_attack,underscore,"At one point in history the Supreme Court also ruled that blacks who ""sold as slaves"", whether enslaved or free,couldn't be citizens"" - obviously they make mistakes don't they?"
And_a_slur_on_morons_as_well!,0.942307710647583,0.11538461595773697,0.19230769574642181,0.0,0.9615384340286255,0.0,0.0,obscene,underscore,And a slur on morons as well!
"Liberals_killed_the_timber_revenue_that_used_to_fund_our_public_schools._Now_liberals_want_to_steal_your_paycheck,_and_tax_companies_out_of_our_State,_returning_us_to_the_days_when_Oregon_was_internationally_known_as_Tax_He11,_USA.",0.10000000149011612,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,insult,underscore,"Liberals killed the timber revenue that used to fund our public schools. Now liberals want to steal your paycheck, and tax companies out of our State, returning us to the days when Oregon was internationally known as Tax He11, USA."
"H3y, B0b $h@v3l$0n!  Why 7h3 f@k3 n@m3?  
Qu3$710n: 1f y0u'r3 $0 c0nc3rn3d w17h cl3@n w@73r, why @r3 y0u @ll0w1ng 7h3 C17y 0f $3ld0v1@ 70 pump 7h0u$@nd$ 0f g@ll0n$ 0f r@w $3w@g3 1n70 K@ch3m@k B@y d@1ly?  
1'd h@73 70 7h1nk y0u'r3 @ fr@ud.",0.4285714328289032,0.0,0.020408162847161293,0.0,0.3877550959587097,0.0,0.0,obscene,leet,"Hey, Bob Shavelson!  Why the fake name?  
Question: If you're so concerned with clean water, why are you allowing the City of Seldovia to pump thousands of gallons of raw sewage into Kachemak Bay daily?  
I'd hate to think you're a fraud."
"US DOT s*ys r**ds pay th**r own way (*nl*ke tr*ns*t): http://www.d*b*nk*ngp*rtl*nd.c*m/r**ds*bs*dy.htm
http://t*.*rg/*nt*pl*nn*r/?p=500
http://www.d*b*nk*ngp*rtl*nd.c*m/r**dsp**dby*s*rs.html
http://www.*rb*ntr*nsp*rt.*rg/hwys*b12.pdf
N*t*: S*me ill*t*r*te p**ple f*ls*ly cl**m th*se l*nks are to a low cr*d*b*l*ty web s*te b*c**se th*y are too l*zy to l**k at the g*v*rnm*nt d*ta on th*se p*g*s and too l*zy to f*ll*w the l*nks to the act**l d*t*.",0.20000000298023224,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,obscene,asterisk,"US DOT says roads pay their own way (unlike transit): http://www.debunkingportland.com/roadsubsidy.htm
http://ti.org/antiplanner/?p=500
http://www.debunkingportland.com/roadspaidbyusers.html
http://www.urbantransport.org/hwysub12.pdf
Note: Some illiterate people falsely claim these links are to a low credibility web site because they are too lazy to look at the government data on those pages and too lazy to follow the links to the actual data."
"If_you_are_Russell_Sadler,_a_liberal_pseudo_journalist,_you_are_one_of_the_most_shameless_pathological_liars_in_this_State.",0.720588207244873,0.04411764815449715,0.029411764815449715,0.0,0.720588207244873,0.04411764815449715,0.0,identity_attack,underscore,"If you are Russell Sadler, a liberal pseudo journalist, you are one of the most shameless pathological liars in this State."
"W*ll s**d D*rm*t. Th*nks. H*p*f*lly Al*sk*ns w*ll b*g*n to appr*c**te th*t S*n*t*r B*ll is a d*str*ct*ve f*rce on our p*l*t*cs. He is a sm*g, d*sh*n*st sh*wb**t.",0.6000000238418579,0.10000000149011612,0.0,0.0,0.6000000238418579,0.0,0.0,severe_toxicity,asterisk,"Well said Dermot. Thanks. Hopefully Alaskans will begin to appreciate that Senator Bill is a destructive force on our politics. He is a smug, dishonest showboat."
"Well,_I_agree_that_both_of_them_are_horrible_choices_but_now_that_the_primaries_are_over_and_Alaska_has_zero_influence_on_the_Presidential_election.

Lets_see_a_show_hands_how_many_people_on_this_board_who_voted_for_Rmoney_only_to_find_out_Obama_had_already_won.

This_year_will_be_no_different._So_vote_for_Trump_if_you_want,_wont_make_a_ounce_of_difference.",0.1666666716337204,0.0,0.1666666716337204,0.0,0.1666666716337204,0.1666666716337204,0.1666666716337204,sexual_explicit,underscore,"Well, I agree that both of them are horrible choices but now that the primaries are over and Alaska has zero influence on the Presidential election.

Lets see a show hands how many people on this board who voted for Rmoney only to find out Obama had already won.

This year will be no different. So vote for Trump if you want, wont make a ounce of difference."
